timestamp,model_key,model_id,split,shots,seed,support_split,num_test_samples,num_support_examples,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,predictions_csv,classification_report,confusion_matrix
2026-05-02 21:38:30,moondream,vikhyatk/moondream2,test,0,42,train,1208,0,0.1771523178807947,0.0936513604879237,0.0936513604879237,0.09685379768650892,0.17715231788079472,outputs\vlm\moondream\predictions\predictions_moondream_0shot_test_seed42.csv,outputs\vlm\moondream\reports\classification_report_moondream_0shot_test_seed42.txt,outputs\vlm\moondream\plots\confusion_matrix_moondream_0shot_test_seed42.png

